series number,product type,model,repair operation number,previous repair operation number,time since previous repair,censored,age after repair,repair center,Component A,Component B,Component C,Component D,Component E,Component F,Component H,Component I,Component J,Component K,next_failure_time,next_failure_time_censored
sn_002854,product B,V2E2,po_006475,po_006474,1366,1,2107,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002855,product B,V2E2,po_006476,MFG,2106,1,2106,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002856,product B,V2E2,po_006477,MFG,2107,1,2107,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002857,product B,V2E2,po_006478,MFG,1277,0,1277,center_0,0,0,0,0,1,0,0,0,0,0,829,1
sn_002857,product B,V2E3,po_006479,po_006478,829,1,2106,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002858,product B,V2E2,po_006480,MFG,816,1,816,center_0,0,0,0,0,0,0,0,0,0,0,331,0
sn_002858,product B,V2E2,po_006481,po_006480,331,0,1147,center_2,0,0,0,0,1,0,0,0,0,0,931,1
sn_002858,product B,V2E2,po_006482,po_006481,931,1,2078,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002859,product B,V2E2,po_006483,MFG,1294,0,1294,center_0,0,0,0,0,1,0,0,0,0,0,812,1
sn_002859,product B,V2E3,po_006484,po_006483,812,1,2106,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002860,product B,V2E2,po_006485,MFG,2099,1,2099,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002861,product B,V2E2,po_006486,MFG,1599,0,1599,center_0,0,0,0,0,1,0,0,0,0,0,506,1
sn_002861,product B,V2E3,po_006487,po_006486,506,1,2105,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002862,product B,V2E2,po_006488,MFG,2101,1,2101,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002863,product B,V2E2,po_006489,MFG,2105,1,2105,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002864,product B,V2E2,po_006490,MFG,2105,1,2105,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002865,product B,V2E2,po_006491,MFG,2103,1,2103,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002866,product B,V2E2,po_006492,MFG,2092,0,2092,center_0,0,0,0,0,1,0,0,0,0,0,10,1
sn_002866,product B,V2E3,po_006493,po_006492,10,1,2102,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002867,product B,V2E2,po_006494,MFG,2102,1,2102,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002868,product B,V2E2,po_006495,MFG,2102,1,2102,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002869,product B,V2E2,po_006496,MFG,2017,0,2017,center_0,0,0,0,0,1,0,0,0,0,0,85,1
sn_002869,product B,V2E3,po_006497,po_006496,85,1,2102,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002870,product B,V2E2,po_006498,MFG,1635,0,1635,center_0,0,0,0,0,1,0,0,0,0,0,470,1
sn_002870,product B,V2E3,po_006499,po_006498,470,1,2105,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002871,product B,V2E2,po_006500,MFG,1972,1,1972,center_0,0,0,0,0,1,0,0,0,0,0,,
sn_002872,product B,V2E2,po_006501,MFG,1581,0,1581,center_0,0,0,0,0,1,0,0,0,0,0,521,1
sn_002872,product B,V2E3,po_006502,po_006501,521,1,2102,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002873,product B,V2E2,po_006503,MFG,2102,1,2102,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002874,product B,V2E2,po_006504,MFG,2101,1,2101,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002875,product B,V2E2,po_006505,MFG,1684,0,1684,center_0,0,0,0,0,1,0,0,0,0,0,416,1
sn_002875,product B,V2E3,po_006506,po_006505,416,1,2100,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002876,product B,V2E2,po_006507,MFG,1288,0,1288,center_0,0,0,0,0,1,0,0,0,0,0,728,0
sn_002876,product B,V2E3,po_006508,po_006507,728,0,2016,center_2,0,0,0,0,0,1,0,0,0,0,56,1
sn_002876,product B,V2E3,po_006509,po_006508,56,1,2072,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002877,product B,V2E2,po_006510,MFG,347,1,347,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002878,product B,V2E2,po_006511,MFG,2100,1,2100,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002879,product B,V2E2,po_006512,MFG,2101,1,2101,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002880,product B,V2E2,po_006513,MFG,2099,1,2099,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002881,product B,V2E2,po_006514,MFG,2099,1,2099,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002882,product B,V2E2,po_006515,MFG,2098,1,2098,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002883,product B,V2E2,po_006516,MFG,1637,0,1637,center_0,0,0,0,0,1,0,0,0,0,0,463,1
sn_002883,product B,V2E3,po_006517,po_006516,463,1,2100,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002884,product B,V2E2,po_006518,MFG,977,0,977,center_0,0,0,0,0,0,1,0,0,0,0,736,0
sn_002884,product B,V2E2,po_006519,po_006518,736,0,1713,center_3,0,0,0,0,1,0,0,0,0,0,170,1
sn_002884,product B,V2E3,po_006520,po_006519,170,1,1883,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002885,product B,V2E2,po_006521,MFG,1391,0,1391,center_0,0,0,0,0,1,0,0,0,0,0,708,1
sn_002885,product B,V2E3,po_006522,po_006521,708,1,2099,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002886,product B,V2E2,po_006523,MFG,1315,0,1315,center_0,0,0,0,0,1,0,0,0,0,0,676,0
sn_002886,product B,V2E3,po_006524,po_006523,676,0,1991,center_2,0,0,0,0,0,1,0,0,0,0,65,1
sn_002886,product B,V2E3,po_006525,po_006524,65,1,2056,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002887,product B,V2E2,po_006526,MFG,2099,1,2099,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002888,product B,V2E2,po_006527,MFG,2098,1,2098,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002889,product B,V2E2,po_006528,MFG,2098,1,2098,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002890,product B,V2E2,po_006529,MFG,2098,1,2098,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002891,product B,V2E2,po_006530,MFG,2098,1,2098,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002892,product B,V2E2,po_006531,MFG,222,1,222,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002893,product B,V2E2,po_006532,MFG,1191,0,1191,center_0,0,0,0,0,1,0,0,0,0,0,904,1
sn_002893,product B,V2E2,po_006533,po_006532,904,1,2095,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002894,product B,V2E2,po_006534,MFG,2095,1,2095,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002895,product B,V2E2,po_006535,MFG,1638,0,1638,center_0,0,0,0,0,1,0,0,0,0,0,457,1
sn_002895,product B,V2E3,po_006536,po_006535,457,1,2095,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002896,product B,V2E2,po_006537,MFG,1090,0,1090,center_0,0,0,0,0,1,0,0,0,0,0,739,0
sn_002896,product B,V2E2,po_006538,po_006537,739,0,1829,center_2,0,0,0,0,1,0,0,0,0,0,265,1
sn_002896,product B,V2E3,po_006539,po_006538,265,1,2094,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002897,product B,V2E2,po_006540,MFG,298,1,298,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002898,product B,V2E2,po_006541,MFG,1919,0,1919,center_0,0,0,0,0,1,0,0,0,0,0,175,1
sn_002898,product B,V2E3,po_006542,po_006541,175,1,2094,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002899,product B,V2E2,po_006543,MFG,2094,1,2094,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002900,product B,V2E2,po_006544,MFG,1309,0,1309,center_0,0,0,0,0,1,0,0,0,0,0,785,1
sn_002900,product B,V2E3,po_006545,po_006544,785,1,2094,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002901,product B,V2E2,po_006546,MFG,1324,0,1324,center_0,0,0,0,0,1,0,0,0,0,1,770,1
sn_002901,product B,V2E3,po_006547,po_006546,770,1,2094,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002902,product B,V2E2,po_006548,MFG,1280,0,1280,center_0,0,0,0,0,1,0,0,0,0,0,814,1
sn_002902,product B,V2E3,po_006549,po_006548,814,1,2094,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002903,product B,V2E2,po_006550,MFG,1680,0,1680,center_0,0,0,0,0,1,0,0,0,0,0,413,1
sn_002903,product B,V2E3,po_006551,po_006550,413,1,2093,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002904,product B,V2E2,po_006552,MFG,1625,0,1625,center_0,0,0,0,0,1,0,0,0,0,0,468,1
sn_002904,product B,V2E3,po_006553,po_006552,468,1,2093,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002905,product B,V2E2,po_006554,MFG,2093,1,2093,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002906,product B,V2E2,po_006555,MFG,1398,0,1398,center_0,0,0,0,0,1,0,0,0,0,0,695,1
sn_002906,product B,V2E3,po_006556,po_006555,695,1,2093,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002907,product B,V2E2,po_006557,MFG,2084,1,2084,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002908,product B,V2E2,po_006558,MFG,2092,1,2092,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002909,product B,V2E2,po_006559,MFG,2092,1,2092,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002910,product B,V2E2,po_006560,MFG,1678,0,1678,center_0,0,0,0,0,1,0,0,0,0,0,414,1
sn_002910,product B,V2E3,po_006561,po_006560,414,1,2092,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002911,product B,V2E2,po_006562,MFG,2092,1,2092,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002912,product B,V2E2,po_006563,MFG,1425,0,1425,center_0,0,0,0,0,1,0,0,0,0,1,667,1
sn_002912,product B,V2E3,po_006564,po_006563,667,1,2092,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002913,product B,V2E2,po_006565,MFG,2091,1,2091,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002914,product B,V2E2,po_006567,po_006566,2091,1,2091,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002915,product B,V2E2,po_006568,MFG,1825,0,1825,center_0,0,0,0,0,1,0,0,0,0,0,266,1
sn_002915,product B,V2E3,po_006569,po_006568,266,1,2091,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002916,product B,V2E2,po_006570,MFG,208,1,208,center_0,0,0,0,0,0,0,0,0,0,0,944,0
sn_002916,product B,V2E2,po_006571,po_006570,944,0,1152,center_2,0,0,0,0,1,0,0,0,0,0,933,1
sn_002916,product B,V2E2,po_006572,po_006571,933,1,2085,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002917,product B,V2E2,po_006573,MFG,938,0,938,center_0,0,0,0,0,1,0,0,0,0,0,1149,1
sn_002917,product B,V2E2,po_006574,po_006573,1149,1,2087,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002918,product B,V2E2,po_006575,MFG,2029,0,2029,center_0,0,0,0,0,1,0,0,0,0,0,57,1
sn_002918,product B,V2E3,po_006576,po_006575,57,1,2086,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002919,product B,V2E2,po_006578,po_006577,2086,1,2086,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002920,product B,V2E2,po_006579,MFG,222,1,222,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002921,product B,V2E2,po_006580,MFG,821,0,821,center_0,0,0,0,0,0,1,0,0,0,0,788,0
sn_002921,product B,V2E2,po_006581,po_006580,788,0,1609,center_3,0,0,0,0,1,0,0,0,0,0,344,1
sn_002921,product B,V2E3,po_006582,po_006581,344,1,1953,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002922,product B,V2E2,po_006583,MFG,636,0,636,center_0,0,0,0,0,1,0,0,0,0,0,1451,1
sn_002922,product B,V2E2,po_006584,po_006583,1451,1,2087,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002923,product B,V2E2,po_006585,MFG,2087,1,2087,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002924,product B,V2E2,po_006586,MFG,938,0,938,center_0,0,0,0,0,1,0,0,0,0,0,1149,1
sn_002924,product B,V2E2,po_006587,po_006586,1149,1,2087,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002925,product B,V2E2,po_006588,MFG,1729,0,1729,center_0,0,0,0,0,1,0,0,0,0,1,356,1
sn_002925,product B,V2E3,po_006589,po_006588,356,1,2085,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002926,product B,V2E2,po_006590,MFG,2085,1,2085,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002927,product B,V2E2,po_006591,MFG,2084,1,2084,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002928,product B,V2E2,po_006592,MFG,1497,0,1497,center_0,0,0,0,0,1,0,0,0,0,0,587,1
sn_002928,product B,V2E3,po_006593,po_006592,587,1,2084,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002929,product B,V2E2,po_006594,MFG,1670,0,1670,center_0,0,0,0,0,1,0,0,0,0,0,415,1
sn_002929,product B,V2E3,po_006595,po_006594,415,1,2085,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002930,product B,V2E2,po_006596,MFG,1560,0,1560,center_0,0,0,0,0,1,0,0,0,0,0,119,0
sn_002930,product B,V2E3,po_006597,po_006596,119,0,1679,center_2,0,0,0,1,0,0,0,0,0,0,359,1
sn_002930,product B,V2E3,po_006598,po_006597,359,1,2038,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002931,product B,V2E2,po_006599,MFG,837,0,837,center_0,0,0,0,0,1,0,0,0,0,0,1247,1
sn_002931,product B,V2E2,po_006600,po_006599,1247,1,2084,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002932,product B,V2E2,po_006601,MFG,1468,0,1468,center_0,0,0,0,0,1,0,0,0,0,0,616,1
sn_002932,product B,V2E3,po_006602,po_006601,616,1,2084,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002933,product B,V2E2,po_006603,MFG,1820,0,1820,center_0,0,0,0,0,1,0,0,0,0,0,265,1
sn_002933,product B,V2E3,po_006604,po_006603,265,1,2085,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002934,product B,V2E2,po_006605,MFG,2081,1,2081,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002935,product B,V2E2,po_006606,MFG,1233,0,1233,center_0,0,0,0,0,1,0,0,0,0,0,848,1
sn_002935,product B,V2E2,po_006607,po_006606,848,1,2081,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_002936,product B,V2E2,po_006608,MFG,2081,1,2081,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002937,product B,V2E2,po_006610,po_006609,2079,1,2079,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_002938,product B,V2E2,po_006611,MFG,2080,1,2080,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002939,product B,V2E2,po_006612,MFG,2080,1,2080,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002940,product B,V2E2,po_006613,MFG,1288,0,1288,center_0,0,0,0,0,1,0,0,0,0,1,792,1
sn_002940,product B,V2E3,po_006614,po_006613,792,1,2080,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002941,product B,V2E2,po_006615,MFG,2079,1,2079,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002942,product B,V2E2,po_006616,MFG,1524,0,1524,center_0,0,0,0,0,1,0,0,0,0,0,555,1
sn_002942,product B,V2E3,po_006617,po_006616,555,1,2079,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002943,product B,V2E2,po_006618,MFG,1708,0,1708,center_0,0,0,0,0,1,0,0,0,0,0,371,1
sn_002943,product B,V2E3,po_006619,po_006618,371,1,2079,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002944,product B,V2E2,po_006620,MFG,2078,1,2078,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002945,product B,V2E2,po_006621,MFG,2078,1,2078,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002946,product B,V2E2,po_006622,MFG,348,1,348,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002947,product B,V2E2,po_006623,MFG,1523,0,1523,center_0,0,0,0,0,1,0,0,0,0,0,555,1
sn_002947,product B,V2E3,po_006624,po_006623,555,1,2078,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002948,product B,V2E2,po_006625,MFG,1095,0,1095,center_0,0,0,0,0,1,0,0,0,0,0,983,1
sn_002948,product B,V2E2,po_006626,po_006625,983,1,2078,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_002949,product B,V2E2,po_006627,MFG,1324,0,1324,center_0,0,0,0,0,1,0,0,0,0,1,751,1
sn_002949,product B,V2E3,po_006628,po_006627,751,1,2075,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002950,product B,V2E2,po_006629,MFG,2074,1,2074,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002951,product B,V2E2,po_006630,MFG,2073,1,2073,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002952,product B,V2E2,po_006631,MFG,1807,0,1807,center_0,0,0,0,0,1,0,0,0,0,1,266,1
sn_002952,product B,V2E3,po_006632,po_006631,266,1,2073,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002953,product B,V2E2,po_006633,MFG,1434,0,1434,center_0,0,0,0,0,1,0,0,0,0,0,640,1
sn_002953,product B,V2E3,po_006634,po_006633,640,1,2074,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002954,product B,V2E2,po_006635,MFG,2073,1,2073,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002955,product B,V2E2,po_006636,MFG,1279,0,1279,center_0,0,0,0,0,1,0,0,0,0,0,793,1
sn_002955,product B,V2E3,po_006637,po_006636,793,1,2072,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002956,product B,V2E2,po_006638,MFG,937,0,937,center_0,0,0,0,0,1,0,0,0,0,0,1136,1
sn_002956,product B,V2E2,po_006639,po_006638,1136,1,2073,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002957,product B,V2E2,po_006640,MFG,1541,0,1541,center_0,0,0,0,0,1,0,0,0,0,0,531,1
sn_002957,product B,V2E3,po_006641,po_006640,531,1,2072,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002958,product B,V2E2,po_006642,MFG,2072,1,2072,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002959,product B,V2E2,po_006643,MFG,2072,1,2072,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002960,product B,V2E2,po_006644,MFG,2072,1,2072,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002961,product B,V2E2,po_006645,MFG,1896,0,1896,center_0,0,0,0,0,1,0,0,0,0,0,175,1
sn_002961,product B,V2E3,po_006646,po_006645,175,1,2071,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002962,product B,V2E2,po_006647,MFG,321,1,321,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002963,product B,V2E2,po_006648,MFG,753,0,753,center_0,1,1,1,0,0,0,0,0,0,0,650,0
sn_002963,product B,V2E2,po_006649,po_006648,650,0,1403,center_2,0,0,0,0,1,0,0,0,0,0,639,1
sn_002963,product B,V2E3,po_006650,po_006649,639,1,2042,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002964,product B,V2E2,po_006651,MFG,2071,1,2071,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002965,product B,V2E2,po_006652,MFG,1666,0,1666,center_0,0,0,0,0,1,0,0,0,0,0,401,1
sn_002965,product B,V2E3,po_006653,po_006652,401,1,2067,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002966,product B,V2E2,po_006654,MFG,976,0,976,center_0,0,0,0,0,1,0,0,0,0,0,1091,1
sn_002966,product B,V2E2,po_006655,po_006654,1091,1,2067,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002967,product B,V2E2,po_006656,MFG,2065,1,2065,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002968,product B,V2E2,po_006657,MFG,1238,0,1238,center_0,0,0,0,0,1,0,0,0,0,0,829,1
sn_002968,product B,V2E3,po_006658,po_006657,829,1,2067,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002969,product B,V2E2,po_006659,MFG,1279,0,1279,center_0,0,0,0,0,1,0,0,0,0,1,552,0
sn_002969,product B,V2E3,po_006660,po_006659,552,0,1831,center_2,0,0,0,0,0,0,0,0,0,1,198,1
sn_002969,product B,V2E3,po_006661,po_006660,198,1,2029,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002970,product B,V2E2,po_006662,MFG,1169,0,1169,center_0,0,0,0,0,1,0,0,0,0,0,895,1
sn_002970,product B,V2E2,po_006663,po_006662,895,1,2064,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_002971,product B,V2E2,po_006664,MFG,1211,0,1211,center_0,0,0,0,0,1,0,0,0,0,0,853,1
sn_002971,product B,V2E2,po_006665,po_006664,853,1,2064,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002972,product B,V2E2,po_006666,MFG,1418,0,1418,center_0,0,0,0,0,1,0,0,0,0,0,647,1
sn_002972,product B,V2E3,po_006667,po_006666,647,1,2065,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002973,product B,V2E2,po_006668,MFG,454,1,454,center_0,0,0,0,0,0,0,0,0,0,0,959,0
sn_002973,product B,V2E2,po_006669,po_006668,959,0,1413,center_2,0,0,0,0,1,0,0,0,0,0,310,0
sn_002973,product B,V2E3,po_006670,po_006669,310,0,1723,center_2,0,0,0,0,1,0,0,0,0,1,307,1
sn_002973,product B,V2E3,po_006671,po_006670,307,1,2030,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002974,product B,V2E2,po_006672,MFG,2065,1,2065,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002975,product B,V2E2,po_006673,MFG,1817,0,1817,center_0,0,0,0,0,1,0,0,0,0,0,248,1
sn_002975,product B,V2E3,po_006674,po_006673,248,1,2065,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002976,product B,V2E2,po_006675,MFG,2064,1,2064,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002977,product B,V2E2,po_006676,MFG,1881,0,1881,center_0,0,0,0,0,1,0,0,0,0,0,183,1
sn_002977,product B,V2E3,po_006677,po_006676,183,1,2064,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002978,product B,V2E2,po_006678,MFG,1157,0,1157,center_0,0,0,0,1,1,0,0,0,0,0,345,0
sn_002978,product B,V2E2,po_006679,po_006678,345,0,1502,center_2,1,1,1,0,0,0,0,0,0,0,545,1
sn_002978,product B,V2E2,po_006680,po_006679,545,1,2047,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002979,product B,V2E2,po_006681,MFG,1167,0,1167,center_0,0,0,0,0,1,0,0,0,0,0,897,1
sn_002979,product B,V2E2,po_006682,po_006681,897,1,2064,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_002980,product B,V2E2,po_006684,po_006683,2064,1,2064,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002981,product B,V2E2,po_006685,MFG,2064,1,2064,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002982,product B,V2E2,po_006686,MFG,1892,0,1892,center_0,0,0,0,0,1,0,0,0,0,0,161,1
sn_002982,product B,V2E3,po_006687,po_006686,161,1,2053,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002983,product B,V2E2,po_006688,MFG,1520,0,1520,center_0,0,0,0,0,1,0,0,0,0,0,531,1
sn_002983,product B,V2E3,po_006689,po_006688,531,1,2051,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002984,product B,V2E2,po_006690,MFG,2053,1,2053,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002985,product B,V2E2,po_006691,MFG,1722,0,1722,center_0,0,0,0,0,1,0,0,0,0,0,331,1
sn_002985,product B,V2E3,po_006692,po_006691,331,1,2053,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002986,product B,V2E2,po_006693,MFG,993,0,993,center_0,1,1,1,0,1,0,0,0,0,0,1058,1
sn_002986,product B,V2E2,po_006694,po_006693,1058,1,2051,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002987,product B,V2E2,po_006696,po_006695,2051,1,2051,center_3,0,0,0,0,0,0,0,0,0,0,,
sn_002988,product B,V2E2,po_006697,MFG,2050,1,2050,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002989,product B,V2E2,po_006698,MFG,2050,1,2050,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002990,product B,V2E2,po_006699,MFG,767,0,767,center_0,0,0,0,0,1,0,0,0,0,0,1283,1
sn_002990,product B,V2E2,po_006700,po_006699,1283,1,2050,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002991,product B,V2E2,po_006701,MFG,2047,1,2047,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002992,product B,V2E2,po_006702,MFG,1057,0,1057,center_0,0,0,0,0,1,0,0,0,0,0,993,1
sn_002992,product B,V2E2,po_006703,po_006702,993,1,2050,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002993,product B,V2E2,po_006704,MFG,2050,1,2050,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002994,product B,V2E2,po_006705,MFG,2049,1,2049,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002995,product B,V2E2,po_006706,MFG,2050,1,2050,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_002996,product B,V2E2,po_006707,MFG,2040,0,2040,center_0,0,0,0,0,1,0,0,0,0,0,9,1
sn_002996,product B,V2E3,po_006708,po_006707,9,1,2049,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002997,product B,V2E2,po_006709,MFG,1376,0,1376,center_0,0,0,0,0,1,0,0,0,0,0,674,1
sn_002997,product B,V2E3,po_006710,po_006709,674,1,2050,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002998,product B,V2E2,po_006711,MFG,1124,0,1124,center_0,0,0,0,0,1,0,0,0,0,0,926,1
sn_002998,product B,V2E2,po_006712,po_006711,926,1,2050,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_002999,product B,V2E2,po_006713,MFG,1119,0,1119,center_0,0,0,0,0,1,0,0,0,0,0,930,1
sn_002999,product B,V2E2,po_006714,po_006713,930,1,2049,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_003000,product B,V2E2,po_006715,MFG,1450,0,1450,center_0,0,0,0,0,1,0,0,0,0,0,597,1
sn_003000,product B,V2E3,po_006716,po_006715,597,1,2047,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_003001,product B,V2E2,po_006717,MFG,1638,0,1638,center_0,0,0,0,0,1,0,0,0,0,0,409,1
sn_003001,product B,V2E3,po_006718,po_006717,409,1,2047,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_003002,product B,V2E2,po_006719,MFG,1640,0,1640,center_0,0,0,0,0,1,0,0,0,0,0,407,1
